,professor_id,subject_prefix,course_number,first_name,last_name,section_id,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W
4388,67cc9f4d273b002bc538a8d1,MKT,3300,Sandra,Pacyna,21F,0,16,7,4,11,4,1,4,0,1,0,0,0
4389,67cc9f4d273b002bc538a8d1,MKT,3300,Sandra,Pacyna,22F,0,19,9,5,7,3,1,0,0,0,2,0,1
4390,67cc9f4d273b002bc538a8d1,MKT,3300,Sandra,Pacyna,18F,2,19,7,10,7,5,0,3,1,2,0,0,0
4391,67cc9f4d273b002bc538a8d1,MKT,3300,Sandra,Pacyna,20S,0,34,3,3,9,1,0,1,1,0,0,0,0
4392,67cc9f4d273b002bc538a8d1,MKT,3300,Sandra,Pacyna,17F,3,17,8,7,8,2,1,1,0,1,0,0,0
4393,67cc9f4d273b002bc538a8d1,MKT,3300,Sandra,Pacyna,20F,0,15,11,6,10,2,0,3,0,0,0,0,1
4394,67cc9f4d273b002bc538a8d1,MKT,3300,Sandra,Pacyna,19F,2,19,7,13,7,1,3,3,0,1,0,0,0
4395,67cc9f4d273b002bc538a8d1,MKT,3300,Sandra,Pacyna,22S,0,16,5,1,12,3,4,5,0,1,0,1,0
4396,67cc1605e13b9b509188d8ca,MKT,3300,Parneet,Pahwa,21S,0,6,8,7,8,3,3,0,3,0,0,0,0
4397,67cc1605e13b9b509188d8ca,MKT,3300,Parneet,Pahwa,18F,17,40,19,25,26,17,5,7,4,0,0,0,0
4398,67cc1605e13b9b509188d8ca,MKT,3300,Parneet,Pahwa,18U,0,20,6,7,15,0,0,0,0,0,0,0,1
4399,67cc1605e13b9b509188d8ca,MKT,3300,Parneet,Pahwa,21F,0,12,14,6,9,4,2,0,0,1,1,0,1
4400,67cc1605e13b9b509188d8ca,MKT,3300,Parneet,Pahwa,19S,20,30,22,21,23,25,3,2,0,0,0,0,0
4401,67cc1605e13b9b509188d8ca,MKT,3300,Parneet,Pahwa,18S,5,52,22,22,29,15,1,0,0,0,0,0,0
4402,67cc1605e13b9b509188d8ca,MKT,3300,Parneet,Pahwa,23U,0,10,14,7,7,7,1,0,0,0,0,0,2
4403,67cc1605e13b9b509188d8ca,MKT,3300,Parneet,Pahwa,23S,0,26,18,21,22,7,4,1,0,5,0,1,0
4404,67cc1605e13b9b509188d8ca,MKT,3300,Parneet,Pahwa,19U,0,22,6,2,4,6,0,7,1,0,0,0,0
4405,67cc1605e13b9b509188d8ca,MKT,3300,Parneet,Pahwa,20F,0,60,19,8,11,0,0,1,0,0,0,0,0
4406,67cc1605e13b9b509188d8ca,MKT,3300,Parneet,Pahwa,17F,25,25,25,27,11,14,4,9,1,0,0,0,1
4407,67cc1605e13b9b509188d8ca,MKT,3300,Parneet,Pahwa,22U,0,7,11,12,8,7,2,1,0,1,1,0,0
4408,67cc1605e13b9b509188d8ca,MKT,3300,Parneet,Pahwa,20S,11,56,25,13,18,2,0,0,0,0,0,0,1
4409,67cc1605e13b9b509188d8ca,MKT,3300,Parneet,Pahwa,21U,0,6,11,7,12,5,3,1,2,0,0,0,0
4410,67cc1605e13b9b509188d8ca,MKT,3300,Parneet,Pahwa,20U,4,19,6,6,13,0,0,0,0,0,0,0,0
4411,67cc1605e13b9b509188d8ca,MKT,3300,Parneet,Pahwa,22F,0,12,11,8,15,5,2,0,0,1,0,0,0
4412,67cc1605e13b9b509188d8ca,MKT,3300,Parneet,Pahwa,24S,0,6,8,10,12,7,4,0,0,1,0,0,1
4413,67cc1605e13b9b509188d8ca,MKT,3300,Parneet,Pahwa,22S,0,9,11,7,10,7,2,0,3,0,0,0,0
4414,67cc1605e13b9b509188d8ca,MKT,3300,Parneet,Pahwa,23F,0,14,14,10,6,5,2,0,0,2,1,0,1
4415,67cc1605e13b9b509188d8ca,MKT,3300,Parneet,Pahwa,19F,5,54,33,20,32,9,2,5,0,0,0,0,2
4416,67cc1605e13b9b509188d8ca,MKT,3300,Parneet,Pahwa,24F,0,20,14,6,9,1,2,3,0,0,0,0,0
4417,67cc9fe3273b002bc53931d8,MKT,3300,Kun,Qian,20F,0,4,15,10,15,3,2,2,0,0,0,0,2
4418,67cc9fe3273b002bc53931d8,MKT,3300,Kun,Qian,21S,0,12,12,7,9,6,6,3,0,0,0,1,1
4419,67cc9f53273b002bc538af44,MKT,3300,Ye,Qiu,17F,8,29,30,17,6,3,0,0,0,0,0,0,2
4420,67cc161be13b9b509188d915,MKT,3300,Daniel,Rajaratnam,19F,0,54,12,41,48,6,13,14,1,2,3,0,4
4421,67cc161be13b9b509188d915,MKT,3300,Daniel,Rajaratnam,22F,0,5,3,12,15,4,8,5,0,1,1,0,3
4422,67cc161be13b9b509188d915,MKT,3300,Daniel,Rajaratnam,23F,0,5,0,2,13,4,14,8,0,7,1,0,1
4423,67cc161be13b9b509188d915,MKT,3300,Daniel,Rajaratnam,20F,0,21,0,19,32,0,11,6,1,2,1,0,1
4424,67cc161be13b9b509188d915,MKT,3300,Daniel,Rajaratnam,24F,0,16,2,12,24,3,13,13,3,7,3,0,1
4425,67cc161be13b9b509188d915,MKT,3300,Daniel,Rajaratnam,19U,0,2,1,5,0,0,3,2,0,0,0,0,0
4426,67cc161be13b9b509188d915,MKT,3300,Daniel,Rajaratnam,18F,0,4,2,14,16,2,7,8,1,1,0,0,1
4427,67cc161be13b9b509188d915,MKT,3300,Daniel,Rajaratnam,20S,0,24,7,18,24,1,9,4,0,0,0,0,0
4428,67cc161be13b9b509188d915,MKT,3300,Daniel,Rajaratnam,24S,0,5,2,5,6,2,10,9,0,7,1,0,0
4429,67cc161be13b9b509188d915,MKT,3300,Daniel,Rajaratnam,18S,0,2,0,12,16,2,4,8,0,2,0,0,2
4430,67cc161be13b9b509188d915,MKT,3300,Daniel,Rajaratnam,21F,0,14,2,14,22,4,19,15,5,7,1,0,7
4431,67cca048273b002bc539895f,MKT,3300,Reza,Roshangarzadeh,23F,35,27,12,18,15,1,0,0,0,0,0,0,1
4432,67cca048273b002bc539895f,MKT,3300,Reza,Roshangarzadeh,23U,7,2,2,4,2,1,0,0,0,0,0,0,0
4433,67cca048273b002bc539895f,MKT,3300,Reza,Roshangarzadeh,22F,19,18,7,9,7,0,0,0,0,0,0,0,0
4434,67cca048273b002bc539895f,MKT,3300,Reza,Roshangarzadeh,24S,40,17,10,15,13,0,0,0,0,0,0,0,0
4435,67cca048273b002bc539895f,MKT,3300,Reza,Roshangarzadeh,22S,11,13,6,13,4,0,0,0,0,0,0,0,1
4436,67cca090273b002bc539c75e,MKT,3300,Ehsan,Saremi,24S,31,5,2,4,2,2,2,0,0,0,0,0,0
4437,67cca090273b002bc539c75e,MKT,3300,Ehsan,Saremi,24F,45,4,4,4,1,0,0,0,0,0,0,0,1
4438,67cc9fad273b002bc539038f,MKT,3300,Shervin,Tehrani,21S,5,11,3,7,12,11,3,1,0,0,0,0,0
4439,67cc1674e13b9b509188da48,MKT,3300,Fang,Wu,18S,2,12,4,5,8,10,16,12,8,3,4,5,6
4440,67cc1674e13b9b509188da48,MKT,3300,Fang,Wu,22S,4,26,26,21,32,24,23,28,1,5,0,0,3
4441,67cc1674e13b9b509188da48,MKT,3300,Fang,Wu,23F,0,22,27,33,27,18,12,9,2,0,0,0,2
4442,67cc1674e13b9b509188da48,MKT,3300,Fang,Wu,19F,2,22,14,12,25,9,10,4,2,3,2,0,0
4443,67cc1674e13b9b509188da48,MKT,3300,Fang,Wu,24F,1,32,33,35,36,31,15,20,4,4,2,2,3
4444,67cc1674e13b9b509188da48,MKT,3300,Fang,Wu,17F,2,16,7,12,19,8,14,6,4,3,1,1,3
4445,67cc1674e13b9b509188da48,MKT,3300,Fang,Wu,20S,2,39,23,24,10,13,5,3,1,1,0,0,0
4446,67cc1674e13b9b509188da48,MKT,3300,Fang,Wu,24S,1,5,12,14,28,10,9,8,0,1,1,1,2
4447,67cc1674e13b9b509188da48,MKT,3300,Fang,Wu,24U,0,9,5,8,13,2,6,4,0,0,0,0,1
4448,67cc1674e13b9b509188da48,MKT,3300,Fang,Wu,22F,0,26,19,18,39,19,13,21,2,2,1,0,2
4449,67cc1674e13b9b509188da48,MKT,3300,Fang,Wu,23S,1,10,11,11,31,13,8,4,2,3,0,1,1
4450,67cc1674e13b9b509188da48,MKT,3300,Fang,Wu,20F,2,41,30,34,29,8,7,1,1,0,1,1,1
4451,67cc1674e13b9b509188da48,MKT,3300,Fang,Wu,21S,0,11,9,11,9,0,0,0,1,1,0,0,0
4452,67cc1674e13b9b509188da48,MKT,3300,Fang,Wu,18F,2,14,16,11,21,4,8,17,4,3,2,2,0
4453,67cc1674e13b9b509188da48,MKT,3300,Fang,Wu,21F,0,27,16,19,21,12,8,4,1,0,1,0,1
4454,67cc1674e13b9b509188da48,MKT,3300,Fang,Wu,19S,0,18,6,16,19,14,8,15,7,2,2,3,1
4455,67cc9f53273b002bc538af76,MKT,3300,Ying,Xie,21F,3,10,3,7,4,6,7,1,0,0,1,2,3
4456,67cc9f53273b002bc538af76,MKT,3300,Ying,Xie,19F,0,11,6,14,7,9,4,0,2,0,1,0,0
4458,67cc9f53273b002bc538af40,MKT,3300,Fereshteh,Zihagh,17F,4,16,14,1,11,0,0,0,1,0,0,0,1
4459,67cc9f53273b002bc538af40,MKT,3300,Fereshteh,Zihagh,19S,9,23,16,7,4,0,0,0,0,0,0,0,1
4460,67cc1531e13b9b509188d5e4,MKT,3330,Semiramis,Amirpour,21S,13,23,16,2,14,8,2,1,4,1,6,0,13
4461,67cc1531e13b9b509188d5e4,MKT,3330,Semiramis,Amirpour,24F,26,25,26,11,10,6,3,1,1,0,0,2,4
4462,67cc1531e13b9b509188d5e4,MKT,3330,Semiramis,Amirpour,19F,18,23,14,7,7,7,4,4,2,1,0,1,5
4463,67cc1531e13b9b509188d5e4,MKT,3330,Semiramis,Amirpour,22S,14,27,27,7,17,18,5,7,3,1,3,1,7
4464,67cc1531e13b9b509188d5e4,MKT,3330,Semiramis,Amirpour,23F,7,40,26,9,11,7,2,3,1,1,1,0,4
4465,67cc1531e13b9b509188d5e4,MKT,3330,Semiramis,Amirpour,22F,18,35,27,7,12,12,1,2,7,1,0,1,10
4466,67cc1531e13b9b509188d5e4,MKT,3330,Semiramis,Amirpour,24S,6,34,31,14,10,11,1,1,3,2,2,1,2
4467,67cc1531e13b9b509188d5e4,MKT,3330,Semiramis,Amirpour,20S,16,37,18,3,3,1,1,0,0,0,1,0,1
4468,67cc1531e13b9b509188d5e4,MKT,3330,Semiramis,Amirpour,22U,1,5,2,1,3,3,0,0,0,0,0,0,2
4469,67cc1531e13b9b509188d5e4,MKT,3330,Semiramis,Amirpour,17F,31,14,11,4,8,4,2,2,4,1,1,3,2
4470,67cc1531e13b9b509188d5e4,MKT,3330,Semiramis,Amirpour,20F,10,21,17,5,5,5,0,1,4,0,2,1,11
4471,67cc1531e13b9b509188d5e4,MKT,3330,Semiramis,Amirpour,24U,0,7,3,1,0,1,2,1,0,0,0,0,1
4472,67cc1531e13b9b509188d5e4,MKT,3330,Semiramis,Amirpour,19U,6,0,3,1,3,1,0,1,0,0,1,0,0
4473,67cc1531e13b9b509188d5e4,MKT,3330,Semiramis,Amirpour,23S,32,39,35,5,7,4,2,3,2,1,2,1,3
4474,67cc1531e13b9b509188d5e4,MKT,3330,Semiramis,Amirpour,18S,11,17,20,7,9,11,2,4,3,0,0,1,1
4475,67cc1531e13b9b509188d5e4,MKT,3330,Semiramis,Amirpour,19S,33,13,9,7,13,7,3,3,5,1,1,2,4
4476,67cc1531e13b9b509188d5e4,MKT,3330,Semiramis,Amirpour,21F,21,30,21,3,13,8,4,3,4,1,0,1,9
4477,67cc1531e13b9b509188d5e4,MKT,3330,Semiramis,Amirpour,18U,3,2,1,2,1,1,0,0,1,0,1,0,3
4478,67cc1531e13b9b509188d5e4,MKT,3330,Semiramis,Amirpour,18F,23,16,18,6,9,4,4,1,1,1,2,0,4
4479,67cca079273b002bc539b44f,MKT,3330,Muhammad,Baig,23S,2,9,6,4,4,1,1,2,1,0,0,0,3
4480,67cca079273b002bc539b44f,MKT,3330,Muhammad,Baig,24S,1,4,9,1,3,3,0,1,1,0,1,0,1
4481,67cca079273b002bc539b44f,MKT,3330,Muhammad,Baig,23U,0,11,3,0,0,2,0,1,0,0,0,0,0
4482,67cca079273b002bc539b44f,MKT,3330,Muhammad,Baig,23F,0,4,6,2,0,2,1,0,0,0,1,0,2
4483,67cca09b273b002bc539e079,MKT,3330,Anita,Dale,24F,0,5,10,5,12,2,1,6,2,1,1,0,4
4484,67cc9f4d273b002bc538a8ce,MKT,3330,Howard,Dover,18F,1,8,2,0,1,2,0,3,0,0,1,0,1
4485,67cc9f53273b002bc538af42,MKT,3330,Jerome,Gafford,18S,39,20,9,1,8,2,2,0,1,1,1,0,3
4486,67cc9f53273b002bc538af42,MKT,3330,Jerome,Gafford,19F,39,17,7,11,4,3,2,1,2,0,1,0,7
4487,67cc9f53273b002bc538af42,MKT,3330,Jerome,Gafford,20F,46,26,7,0,4,1,1,1,1,2,1,0,4
4488,67cc9f53273b002bc538af42,MKT,3330,Jerome,Gafford,17F,26,19,14,7,4,5,1,1,0,0,0,0,3
4489,67cc9f53273b002bc538af42,MKT,3330,Jerome,Gafford,21S,9,39,13,7,6,6,1,0,2,0,1,3,0
4490,67cc9f53273b002bc538af42,MKT,3330,Jerome,Gafford,20S,45,25,12,5,7,1,0,2,0,0,0,0,2
4491,67cc9f53273b002bc538af42,MKT,3330,Jerome,Gafford,18F,23,15,11,5,3,0,1,0,0,0,0,1,0
4492,67cc9f53273b002bc538af42,MKT,3330,Jerome,Gafford,20U,11,14,2,0,2,1,1,0,0,0,0,0,0
4493,67cc9f53273b002bc538af42,MKT,3330,Jerome,Gafford,21U,7,11,1,1,0,0,0,1,1,0,0,0,1
4494,67cc9f53273b002bc538af42,MKT,3330,Jerome,Gafford,19S,19,30,22,3,15,4,2,6,3,0,0,2,3
4495,67cc9f7c273b002bc538d8ba,MKT,3330,Charles,Haseman,21F,8,10,5,1,0,3,0,2,0,0,2,2,1
4497,67cca079273b002bc539b449,MKT,3330,William,Miller,23F,3,17,14,7,6,6,2,1,0,0,0,0,3
4499,67cca048273b002bc5398978,MKT,3330,Steven,Reese,22F,1,11,9,5,3,3,0,0,1,0,0,0,1
4500,67cc9f66273b002bc538c30e,MKT,3330,Stuart,Schlackman,21F,0,2,6,3,5,1,2,5,0,0,0,0,1
4501,67cc9f61273b002bc538bd88,MKT,3330,Keith,Thurgood,18S,10,6,2,2,0,1,0,0,4,0,0,0,2
4502,67cca048273b002bc5398974,MKT,3330,Jackson,Wixom,22S,1,4,7,2,5,5,1,1,1,0,1,0,1
4503,67cca048273b002bc5398974,MKT,3330,Jackson,Wixom,22F,3,7,6,2,4,3,0,2,0,1,0,2,0
4504,67cc1531e13b9b509188d5e4,MKT,4332,Semiramis,Amirpour,17F,1,5,4,2,0,2,0,1,1,0,0,0,0
4505,67cc1531e13b9b509188d5e4,MKT,4332,Semiramis,Amirpour,18F,3,0,4,1,2,4,1,1,2,0,0,0,0
4506,67cc1531e13b9b509188d5e4,MKT,4332,Semiramis,Amirpour,18S,8,4,1,0,0,2,0,1,0,1,0,1,0
4507,67cc9f4d273b002bc538a8ce,MKT,4332,Howard,Dover,19S,4,10,0,2,4,0,0,2,0,0,0,0,0
4508,67cc9f4d273b002bc538a8ce,MKT,4332,Howard,Dover,22S,4,6,1,1,3,0,0,1,1,0,0,0,0
4509,67cc9f4d273b002bc538a8ce,MKT,4332,Howard,Dover,23F,1,6,0,2,4,3,0,2,0,0,3,2,2
4510,67cc9f4d273b002bc538a8ce,MKT,4332,Howard,Dover,21F,3,7,1,1,0,3,0,0,0,0,0,0,1
4511,67cc9f4d273b002bc538a8ce,MKT,4332,Howard,Dover,20S,2,11,2,4,3,0,0,0,0,0,0,0,0
4512,67cc9f4d273b002bc538a8ce,MKT,4332,Howard,Dover,22F,2,15,0,0,1,0,0,1,1,0,0,0,0
4513,67cc9f4d273b002bc538a8ce,MKT,4332,Howard,Dover,17F,2,6,1,3,2,2,1,1,0,0,1,0,0
4514,67cc9f4d273b002bc538a8ce,MKT,4332,Howard,Dover,21S,7,4,2,1,1,0,0,0,0,0,0,0,0
4515,67cc9f4d273b002bc538a8ce,MKT,4332,Howard,Dover,24F,3,7,0,1,3,1,1,1,2,0,0,0,0
4516,67cc9f4d273b002bc538a8ce,MKT,4332,Howard,Dover,20F,5,7,1,1,3,3,1,0,1,0,0,0,0
4517,67cc9f4d273b002bc538a8ce,MKT,4332,Howard,Dover,24S,3,11,2,1,1,1,0,1,0,0,1,0,0
4518,67cc9f4d273b002bc538a8ce,MKT,4332,Howard,Dover,19F,1,9,3,2,6,1,0,0,1,0,0,0,0
4519,67cc9f4d273b002bc538a8ce,MKT,4332,Howard,Dover,23S,2,16,0,0,1,1,0,0,0,0,0,1,1
4520,67cc9f53273b002bc538af42,MKT,4332,Jerome,Gafford,18S,0,2,1,0,0,3,3,0,2,0,0,0,1
4521,67cc9f53273b002bc538af42,MKT,4332,Jerome,Gafford,18F,0,2,1,1,5,3,0,1,0,0,0,0,0
4522,67cc1531e13b9b509188d5e5,STAT,3355,Larry,Ammann,18F,3,13,6,2,8,1,2,7,2,0,1,0,5
4523,67cc1531e13b9b509188d5e5,STAT,3355,Larry,Ammann,17F,3,15,8,4,6,6,3,5,1,0,2,0,2
4524,67cc1531e13b9b509188d5e5,STAT,3355,Larry,Ammann,19S,8,18,6,3,8,3,2,3,0,0,0,0,6
4525,67cc1531e13b9b509188d5e5,STAT,3355,Larry,Ammann,18S,2,5,7,2,8,4,3,4,1,0,0,0,2
4526,67cc15d4e13b9b509188d81d,STAT,3355,Qiwei,Li,22S,9,3,5,5,5,4,1,12,0,0,0,0,5
4527,67cc15d4e13b9b509188d81d,STAT,3355,Qiwei,Li,21F,19,11,5,9,5,0,3,10,0,0,0,0,2
4528,67cc15d4e13b9b509188d81d,STAT,3355,Qiwei,Li,20S,26,8,3,4,3,3,0,1,0,0,0,0,0
4529,67cc15d4e13b9b509188d81d,STAT,3355,Qiwei,Li,22F,12,10,6,9,5,5,11,7,0,0,4,0,5
4530,67cc15d4e13b9b509188d81d,STAT,3355,Qiwei,Li,21S,15,12,13,4,3,0,0,4,6,0,0,0,1
4531,67cc15d4e13b9b509188d81d,STAT,3355,Qiwei,Li,24S,15,18,6,6,5,4,1,8,0,0,0,1,4
4532,67cc15d4e13b9b509188d81d,STAT,3355,Qiwei,Li,20F,23,15,9,3,7,3,2,0,3,0,0,0,1
4533,67cc15d4e13b9b509188d81d,STAT,3355,Qiwei,Li,19F,12,4,7,4,5,6,6,9,8,0,2,3,5
4534,67cc15d4e13b9b509188d81d,STAT,3355,Qiwei,Li,23S,15,3,20,5,18,5,12,12,0,0,3,0,4
4535,67cc1644e13b9b509188d99e,STAT,3355,Octavious,Smiley,23F,1,9,0,4,7,0,5,3,0,1,0,0,1
4536,67cc1644e13b9b509188d99e,STAT,3355,Octavious,Smiley,24F,2,74,0,17,8,0,3,6,0,0,0,0,4
4537,67cc1644e13b9b509188d99e,STAT,3355,Octavious,Smiley,24S,11,21,0,5,7,0,0,2,0,0,0,0,0
4538,67cc1531e13b9b509188d5e5,STAT,4355,Larry,Ammann,19S,0,6,2,0,0,1,0,0,0,0,0,0,0
4539,67cc9f57273b002bc538b405,STAT,4355,Sunyoung,Shin,20S,9,1,5,3,3,1,1,1,0,0,1,1,1
4540,67cc9f57273b002bc538b405,STAT,4355,Sunyoung,Shin,22S,9,15,4,4,4,2,2,1,1,0,1,0,1
4541,67cc9f57273b002bc538b405,STAT,4355,Sunyoung,Shin,21S,5,10,17,9,5,0,4,1,1,1,1,0,1
4542,67cc9f57273b002bc538b405,STAT,4355,Sunyoung,Shin,21F,3,4,3,5,2,1,1,1,0,1,0,1,2
4543,67cc1656e13b9b509188d9da,STAT,4355,Chuan-Fa,Tang,23F,4,3,3,6,5,0,2,1,0,0,0,0,3
4544,67cc1656e13b9b509188d9da,STAT,4355,Chuan-Fa,Tang,24F,4,1,6,4,3,1,1,1,1,0,0,0,0
4545,67cc1656e13b9b509188d9da,STAT,4355,Chuan-Fa,Tang,23S,11,10,6,5,2,1,1,3,0,0,0,0,3
4546,67cc1656e13b9b509188d9da,STAT,4355,Chuan-Fa,Tang,24S,14,2,7,4,2,6,1,1,0,0,0,0,0
4547,67cc1656e13b9b509188d9da,STAT,4355,Chuan-Fa,Tang,22F,6,3,1,0,3,2,3,0,1,0,0,0,1
4549,67cc15c5e13b9b509188d7ed,STAT,4382,Yuly,Koshevnik,19F,1,9,1,2,3,2,3,1,0,0,0,0,2
4550,67cc15c5e13b9b509188d7ed,STAT,4382,Yuly,Koshevnik,21F,2,4,0,3,1,4,1,0,0,0,1,0,0
4551,67cc15c5e13b9b509188d7ed,STAT,4382,Yuly,Koshevnik,19S,5,6,7,2,2,8,4,9,8,0,8,10,15
4552,67cc15c5e13b9b509188d7ed,STAT,4382,Yuly,Koshevnik,18S,1,7,5,4,4,5,2,4,10,0,4,4,10
4553,67cc15c5e13b9b509188d7ed,STAT,4382,Yuly,Koshevnik,21S,5,11,8,4,3,2,1,1,3,0,0,0,0
4554,67cc15c5e13b9b509188d7ed,STAT,4382,Yuly,Koshevnik,22F,3,2,1,2,1,2,1,0,0,0,0,0,0
4555,67cc15c5e13b9b509188d7ed,STAT,4382,Yuly,Koshevnik,20S,8,15,9,4,6,5,6,1,1,0,2,0,2
4556,67cc15c5e13b9b509188d7ed,STAT,4382,Yuly,Koshevnik,23S,9,12,3,2,5,8,1,2,4,0,2,4,3
4557,67cc15c5e13b9b509188d7ed,STAT,4382,Yuly,Koshevnik,24S,10,5,5,6,3,0,1,1,0,0,0,1,1
4558,67cc15c5e13b9b509188d7ed,STAT,4382,Yuly,Koshevnik,24F,3,4,2,3,3,1,1,0,0,0,0,0,0
4559,67cc15c5e13b9b509188d7ed,STAT,4382,Yuly,Koshevnik,20F,2,4,4,1,3,1,3,2,0,0,1,1,0
4560,67cc15c5e13b9b509188d7ed,STAT,4382,Yuly,Koshevnik,22S,11,15,6,2,10,2,2,3,8,0,1,0,3
4561,67cc15c5e13b9b509188d7ed,STAT,4382,Yuly,Koshevnik,23F,5,2,0,1,3,1,1,0,1,0,0,0,1
4562,67cc1531e13b9b509188d5e5,STAT,6329,Larry,Ammann,18S,0,7,3,0,5,2,0,2,0,0,0,0,0
4564,67cc1531e13b9b509188d5e5,STAT,6341,Larry,Ammann,18F,0,16,0,0,0,0,0,0,0,0,0,0,0
4565,67cc9f57273b002bc538b407,STAT,6341,Sy Han,Chiou,21F,0,15,3,2,1,1,0,1,0,0,0,0,0
4566,67cc9f57273b002bc538b407,STAT,6341,Sy Han,Chiou,19F,0,5,2,1,1,0,0,1,0,0,0,0,0
4567,67cc9f57273b002bc538b407,STAT,6341,Sy Han,Chiou,22F,0,6,0,0,5,1,0,2,0,0,0,0,0
4568,67cc9f57273b002bc538b407,STAT,6341,Sy Han,Chiou,20F,0,7,2,1,0,1,0,0,0,0,0,0,1
4570,67cca01b273b002bc53962c5,STAT,6341,Yunan,Wu,23F,0,10,5,1,0,0,0,0,0,0,0,0,0
4571,67cc1532e13b9b509188d5e6,FIN,3320,Frank,Anderson,17F,1,11,7,12,9,16,9,10,9,2,4,2,3
4572,67cc1532e13b9b509188d5e6,FIN,3320,Frank,Anderson,18F,7,4,9,7,10,20,7,15,13,4,6,4,5
4573,67cc1532e13b9b509188d5e6,FIN,3320,Frank,Anderson,21F,3,4,5,1,4,13,6,3,4,2,4,1,7
4574,67cc9f61273b002bc538bdc8,FIN,3320,Girish,Bachani,23F,1,6,2,3,2,1,1,4,0,0,3,0,3
4575,67cc9f61273b002bc538bdc8,FIN,3320,Girish,Bachani,24F,3,3,4,12,8,4,11,4,0,3,3,0,1
4576,67cc9f61273b002bc538bdc8,FIN,3320,Girish,Bachani,24S,4,5,5,3,4,2,1,11,0,0,0,0,2
4577,67cc1539e13b9b509188d602,FIN,3320,Nina,Baranchuk,24F,3,2,4,4,2,10,4,5,5,2,3,4,2
4578,67cc9f4d273b002bc538a942,FIN,3320,Michelle,Connell,17F,0,7,1,7,8,5,7,3,1,0,0,0,0
4579,67cc1560e13b9b509188d684,FIN,3320,David,Cordell,19F,8,9,3,10,5,13,4,7,5,5,4,2,5
4580,67cc1560e13b9b509188d684,FIN,3320,David,Cordell,20F,5,11,8,3,7,2,1,3,3,9,3,0,2
4581,67cc1560e13b9b509188d684,FIN,3320,David,Cordell,20S,5,16,7,5,7,11,6,7,8,2,5,0,3
4582,67cc1560e13b9b509188d684,FIN,3320,David,Cordell,18F,0,19,9,7,26,7,2,8,9,3,5,0,8
4583,67cc1560e13b9b509188d684,FIN,3320,David,Cordell,17F,0,16,5,5,20,5,4,16,4,4,6,0,8
4584,67cc1560e13b9b509188d684,FIN,3320,David,Cordell,21S,3,9,16,2,28,6,2,2,12,0,9,0,5
4585,67cc1560e13b9b509188d684,FIN,3320,David,Cordell,19S,6,21,15,6,15,18,4,15,8,1,7,9,4
4586,67cc1560e13b9b509188d684,FIN,3320,David,Cordell,18S,0,14,6,3,22,6,5,12,6,1,5,0,5
4587,67cc9f4d273b002bc538a93b,FIN,3320,George,DeCourcy,17F,6,11,1,2,11,1,6,7,1,1,0,0,1
4588,67cc9f4d273b002bc538a960,FIN,3320,Amal,El-Ashmawi,24F,0,14,13,12,14,13,5,13,7,3,5,3,2
4589,67cc9f4d273b002bc538a935,FIN,3320,Mohammad Mahdi,Fahimi,17F,3,7,7,6,5,5,2,6,4,0,0,0,4
4590,67cc9f4d273b002bc538a935,FIN,3320,Mohammad Mahdi,Fahimi,18U,3,6,4,6,4,6,4,2,1,1,0,0,0
4592,67cca058273b002bc5399749,FIN,3320,Shujian,Guo,22S,3,4,10,8,10,4,4,2,1,0,0,0,0
4593,67cca058273b002bc5399749,FIN,3320,Shujian,Guo,23S,3,5,6,10,4,2,5,2,4,0,0,0,1
4594,67cc9f4d273b002bc538a95d,FIN,3320,Ayfer,Gurun,19F,4,11,10,4,9,7,12,6,8,7,4,1,7
4595,67cc9f4d273b002bc538a95d,FIN,3320,Ayfer,Gurun,22F,8,7,3,6,8,6,5,7,5,10,3,7,7
4596,67cc9f4d273b002bc538a95d,FIN,3320,Ayfer,Gurun,22S,6,3,1,3,1,2,7,2,0,4,2,3,3
4597,67cc9f4d273b002bc538a95d,FIN,3320,Ayfer,Gurun,23F,5,4,8,2,8,5,6,5,5,9,6,9,9
4598,67cc9f4d273b002bc538a95d,FIN,3320,Ayfer,Gurun,20F,8,12,10,10,9,0,4,4,2,2,0,2,6
4599,67cc9f4d273b002bc538a95d,FIN,3320,Ayfer,Gurun,23S,4,2,2,4,1,2,2,1,1,4,3,10,4
4600,67cc9f4d273b002bc538a95d,FIN,3320,Ayfer,Gurun,24F,7,4,10,4,10,12,10,6,9,6,7,12,7
4601,67cc9f4d273b002bc538a95d,FIN,3320,Ayfer,Gurun,18F,11,12,13,11,9,12,13,4,5,7,1,5,1
4602,67cc9f4d273b002bc538a95d,FIN,3320,Ayfer,Gurun,20S,3,6,5,8,4,2,3,0,0,0,0,0,0
4603,67cc9f4d273b002bc538a95d,FIN,3320,Ayfer,Gurun,24S,3,3,5,1,1,2,1,1,1,4,1,3,3
4604,67cc9f4d273b002bc538a95d,FIN,3320,Ayfer,Gurun,21S,3,5,6,7,4,0,0,3,2,2,1,3,0
4605,67cc9f4d273b002bc538a95d,FIN,3320,Ayfer,Gurun,18S,4,5,3,6,4,5,6,3,2,3,0,0,4
4606,67cc9f4d273b002bc538a95d,FIN,3320,Ayfer,Gurun,21F,14,9,6,11,6,7,4,11,5,2,3,4,14
