subject_prefix,course_number,title,class_level
CE,2336,Computer Science II,Undergraduate
CE,3101,Electrical Network Analysis Laboratory,Undergraduate
CE,3102,Signals and Systems Laboratory,Undergraduate
CE,3110,Electronic Devices Laboratory,Undergraduate
CE,3111,Electronic Circuits Laboratory,Undergraduate
CE,3120,Digital Circuits Laboratory,Undergraduate
CE,3161,Social Issues and Ethics in Engineering,Undergraduate
CE,3201,Electrical and Computer Engineering Fundamentals-I Laboratory,Undergraduate
CE,3202,Electrical and Computer Engineering Fundamentals-II Laboratory,Undergraduate
CE,3301,Electrical Network Analysis,Undergraduate
CE,3302,Signals and Systems,Undergraduate
CE,3303,Discrete-Time Signals and Systems,Undergraduate
CE,3310,Electronic Devices,Undergraduate
CE,3311,Electronic Circuits,Undergraduate
CE,3320,Digital Circuits,Undergraduate
CE,3345,Data Structures and Introduction to Algorithmic Analysis,Undergraduate
CE,3354,Software Engineering,Undergraduate
CE,4201,Electrical and Computer Engineering Laboratory in Computing Systems and Computer Engineering,Undergraduate
CE,4202,Electrical and Computer Engineering Laboratory in Circuits,Undergraduate
CE,4203,Electrical and Computer Engineering Laboratory in Signals and Systems,Undergraduate
CE,4204,Electrical and Computer Engineering Laboratory in Devices,Undergraduate
CE,4205,Electrical and Computer Engineering Laboratory in Power Electronics and Energy Systems,Undergraduate
CE,4304,Computer Architecture,Undergraduate
CE,4331,Applied Machine Learning,Undergraduate
CE,4337,Organization of Programming Languages,Undergraduate
CE,4348,Operating Systems Concepts,Undergraduate
CE,4370,Embedded Microprocessor Systems,Undergraduate
CE,4388,Senior Design Project I,Undergraduate
CE,4389,Senior Design Project II,Undergraduate
CE,4390,Computer Networks,Undergraduate
CE,4V95,Undergraduate Topics in Computer Engineering  - Electronic Packaging Fund,Undergraduate
CE,4V97,Independent Study in Computer Engineering  - Machine Learning for Adas,Undergraduate
CE,5325,Hardware Modeling Using HDL,Graduate
CE,6301,Advanced Digital Logic,Graduate
CE,6302,Microprocessor Systems,Graduate
CE,6303,Testing and Testable Design,Graduate
CE,6304,Computer Architecture,Graduate
CE,6306,Application Specific Integrated Circuits Design,Graduate
CE,6308,Real-Time Systems,Graduate
CE,6309,Applications of Machine Learning in Semiconductor IC Manufacturing and Test,Graduate
CE,6310,Hardware Security,Graduate
CE,6320,Applied Data Structures and Algorithms,Graduate
CE,6324,Information Security,Graduate
CE,6325,VLSI Design,Graduate
CE,6330,Applied Cryptography,Graduate
CE,6331,High-Level Synthesis  Design and Verification,Graduate
CE,6352,Performance of Computer Systems and Networks,Graduate
CE,6363,Design and Analysis of Computer Algorithms,Graduate
CE,6364,Machine Learning and Pattern Recognition,Graduate
CE,6367,Software Testing  Validation and Verification,Graduate
CE,6370,Design and Analysis of Reconfigurable Systems,Graduate
CE,6375,Design Automation of VLSI Systems,Graduate
CE,6378,Advanced Operating Systems,Graduate
CE,6380,Distributed Computing,Graduate
CE,6390,Advanced Computer Networks,Graduate
CE,6392,Mobile Computing Systems,Graduate
CE,6V98,Thesis,Graduate
CE,7325,Advanced VLSI Design,Graduate
CE,7V80,Special Topics in Computer Engineering  - Data Analyt in Ic Fab,Graduate
CE,8V40,Individual Instruction in Computer Engineering,Graduate
CE,8V70,Research in Computer Engineering,Graduate
CGS,2301,Cognitive Science  - CV Honors,Undergraduate
CGS,3325,Historical Perspectives on Psychology  Mind and Machines since 1600,Undergraduate
CGS,3340,Experimental Projects in Cognitive Science,Undergraduate
CGS,3342,Cognitive and Neural Modeling Laboratory,Undergraduate
CGS,3346,PYTHON for Biobehavioral Data Analysis,Undergraduate
CGS,3361,Cognitive Psychology,Undergraduate
CGS,4193,Internship Preparation,Undergraduate
CGS,4312,Computational Modeling Methods for Language Understanding,Undergraduate
CGS,4313,Neural Net Mathematics,Undergraduate
CGS,4314,Intelligent Systems Analysis,Undergraduate
CGS,4315,Intelligent Systems Design,Undergraduate
CGS,4320,Psychology of Reasoning,Undergraduate
CGS,4321,Quantitative UX Research,Undergraduate
CGS,4352,Human Computer Interactions I,Undergraduate
CGS,4353,Human Computer Interactions II,Undergraduate
CGS,4359,Cognitive Neuroscience,Undergraduate
CGS,4375,Honors Seminar,Undergraduate
CGS,4385,Neuropsychology,Undergraduate
CGS,4386,Adult Development and Aging,Undergraduate
CGS,4389,Developmental Cognitive Neuroscience,Undergraduate
CGS,4394,Internship in Cognitive Science,Undergraduate
CGS,4395,Co-op Fieldwork,Undergraduate
CGS,4V75,Honors Seminar,Undergraduate
CGS,4V90,Special Topics in Cognitive Science  - Internship Preparation,Undergraduate
CHEM,1111,General Chemistry Laboratory I,Undergraduate
CHEM,1112,General Chemistry Laboratory II,Undergraduate
CHEM,1115,Honors Freshman Chemistry Laboratory I,Undergraduate
CHEM,1116,Honors Freshman Chemistry Laboratory II,Undergraduate
CHEM,1301,General Chemistry for Engineers,Undergraduate
CHEM,1311,General Chemistry I,Undergraduate
CHEM,1312,General Chemistry II,Undergraduate
CHEM,1315,Honors Freshman Chemistry I,Undergraduate
CHEM,1316,Honors Freshman Chemistry II,Undergraduate
CHEM,2123,Introductory Organic Chemistry Laboratory I,Undergraduate
CHEM,2125,Introductory Organic Chemistry Laboratory II,Undergraduate
CHEM,2127,Honors Organic Chemistry Laboratory I,Undergraduate
CHEM,2128,Honors Organic Chemistry Laboratory II,Undergraduate
CHEM,2130,Introductory Organic Chemistry for Medical Science Laboratory,Undergraduate
CHEM,2233,Introductory Organic Chemistry Laboratory,Undergraduate
CHEM,2237,Honors Organic Chemistry Laboratory  - CV Honors,Undergraduate
CHEM,2323,Introductory Organic Chemistry I,Undergraduate
CHEM,2324,Introductory Organic Chemistry for Engineers,Undergraduate
CHEM,2325,Introductory Organic Chemistry II,Undergraduate
CHEM,2327,Honors Organic Chemistry I,Undergraduate
CHEM,2328,Honors Organic Chemistry II,Undergraduate
CHEM,2330,Introductory Organic Chemistry for Medical Science,Undergraduate
CHEM,2401,Introductory Quantitative Methods in Chemistry,Undergraduate
CHEM,3321,Physical Chemistry I,Undergraduate
CHEM,3322,Physical Chemistry II,Undergraduate
CHEM,3341,Inorganic Chemistry I,Undergraduate
CHEM,3361,Biochemistry I,Undergraduate
CHEM,3362,Biochemistry II,Undergraduate
CHEM,3461,Biochemistry I,Undergraduate
CHEM,3462,Biochemistry II,Undergraduate
CHEM,3471,Advanced Chemical Synthesis Laboratory,Undergraduate
CHEM,3472,Instrumental Analysis,Undergraduate
CHEM,3V92,Undergraduate Research in Biochemistry,Undergraduate
CHEM,4310,Introduction to Programming for Chemistry  - Intro to Programming for Chem,Undergraduate
CHEM,4311,Classical Simulations for Biological and Condensed Systems,Undergraduate
CHEM,4330,Organometallic Chemistry,Undergraduate
CHEM,4332,Total Synthesis of Natural Products,Undergraduate
CHEM,4334,Spectroscopy,Undergraduate
CHEM,4335,Polymer Chemistry,Undergraduate
CHEM,4340,Advanced Polymer Science and Engineering,Undergraduate
CHEM,4342,Nanomedicine  Fundamentals and Applications,Undergraduate
CHEM,4361,Physical Biochemistry,Undergraduate
CHEM,4369,Bioinorganic Chemistry,Undergraduate
CHEM,4370,Carbon Capture and Sequestration,Undergraduate
CHEM,4375,Supramolecular Chemistry,Undergraduate
CHEM,4390,Research and Advanced Writing in Chemistry,Undergraduate
CHEM,4473,Physical Measurements Laboratory,Undergraduate
CHEM,4V01,Topics in Chemistry  - Water & Wastewater Treatment,Undergraduate
CHEM,5310,Introduction to Programming for Chemistry  - Intro to Programming for Chem,Graduate
CHEM,5311,Classical Simulations for Biological and Condensed Systems,Graduate
CHEM,5314,Advanced Physical Chemistry,Graduate
CHEM,5330,Organometallic Chemistry,Graduate
CHEM,5331,Advanced Organic Chemistry I,Graduate
CHEM,5332,Total Synthesis of Natural Products,Graduate
CHEM,5333,Advanced Organic Chemistry II,Graduate
CHEM,5334,Spectroscopy,Graduate
CHEM,5340,Advanced Polymer Science and Engineering,Graduate
CHEM,5341,Advanced Inorganic Chemistry I,Graduate
CHEM,5342,Nanomedicine  Fundamentals and Applications,Graduate
CHEM,5355,Analytical Techniques I,Graduate
CHEM,5361,Advanced Biochemistry,Graduate
CHEM,5370,Carbon Capture and Sequestration,Graduate
CHEM,5375,Supramolecular Chemistry,Graduate
CHEM,6100,Chemistry Department Seminar,Graduate
CHEM,6361,Physical Biochemistry,Graduate
CHEM,6369,Bioinorganic Chemistry,Graduate
CHEM,6372,Materials Science,Graduate
CHEM,6383,Computational Chemistry,Graduate
CHEM,6389,Scientific Literature and Communication Skills,Graduate
CHEM,6V19,Special Topics in Physical Chemistry  - Practical Compl. Chemistry,Graduate
CHEM,6V39,Special Topics in Organic Chemistry  - Polymer Chemistry,Graduate
CHEM,6V49,Special Topics in Inorganic Chemistry  - Bioinorganic Chemistry,Graduate
CHEM,6V59,Special Topics in Analytical Chemistry  - Bioanalytic Chemisty,Graduate
CHEM,6V69,Special Topics in Biochemistry  - Physical Biochemistry,Graduate
CHEM,6V79,Special Topics in Materials Chemistry  - Materials for Energy,Graduate
CHEM,8398,Thesis,Graduate
CHEM,8V91,Research in Chemistry,Graduate
CHEM,8V98,Thesis,Graduate
CHEM,8V99,Dissertation,Graduate
CHIN,1301,Beginning Business Chinese I,Undergraduate
CHIN,1302,Beginning Business Chinese II,Undergraduate
CHIN,1311,Beginning Chinese I,Undergraduate
CHIN,1312,Beginning Chinese II,Undergraduate
CHIN,2311,Intermediate Chinese I,Undergraduate
CHIN,2312,Intermediate Chinese II,Undergraduate
CHIN,2350,Business Chinese,Undergraduate
CHIN,3311,Advanced Chinese I,Undergraduate
CHIN,3312,Advanced Chinese II,Undergraduate
CHIN,3365,Advanced Chinese I,Undergraduate
CHIN,4301,Advanced Chinese Conversation,Undergraduate
CLDP,2314,Lifespan Development,Undergraduate
CLDP,3303,Normal Language Development,Undergraduate
CLDP,3305,Language and Literacy Development,Undergraduate
CLDP,3310,Child Development,Undergraduate
CLDP,3332,Social and Personality Development,Undergraduate
CLDP,3336,Infancy,Undergraduate
CLDP,3338,Adolescence,Undergraduate
CLDP,3339,Educational Psychology,Undergraduate
CLDP,3342,Exceptional Children,Undergraduate
CLDP,3343,Children in a Changing World,Undergraduate
CLDP,3362,Cognitive Development,Undergraduate
CLDP,3394,Research and Evaluation Methods,Undergraduate
CLDP,4193,Internship Preparation,Undergraduate
CLDP,4308,Language Disorders in Children,Undergraduate
CLDP,4344,Child Psychopathology,Undergraduate
CLDP,4347,Marriage and Family Psychology,Undergraduate
CLDP,4375,Honors Seminar,Undergraduate
CLDP,4389,Developmental Cognitive Neuroscience,Undergraduate
CLDP,4394,Internship,Undergraduate
CLDP,4395,Co-op Fieldwork,Undergraduate
CLDP,4V75,Honors Seminar,Undergraduate
CLDP,4V90,Special Topics in Child Learning and Development  - Internship Preparation,Undergraduate
COMD,5340,Articulation Disorders,Graduate
COMD,5341,Audiology,Graduate
COMD,5344,Anatomy and Physiology of Speech and Hearing  - Anat & Phys of Spch & Hearing,Graduate
COMD,6101,Childhood Apraxia of Speech,Graduate
COMD,6102,Dysphagia in Public Schools,Graduate
COMD,6103,Research in Pediatric TBI,Graduate
COMD,6105,Professional Writing,Graduate
COMD,6106,Medical SLP,Graduate
COMD,6107,Dementia,Graduate
COMD,6108,Pulmonary Issues,Graduate
COMD,6109,Tracheostomy and Mechanical Ventilation,Graduate
COMD,6110,Pediatric Feeding,Graduate
COMD,6111,Articulation and Phonological Disorders,Graduate
COMD,6112,Counseling in Communication Disorders,Graduate
COMD,6113,Bilingual Speech Assessment and Treatment,Graduate
COMD,6221,Voice Disorders,Graduate
COMD,6222,Stuttering,Graduate
COMD,6240,Professional Issues in Speech Language Pathology,Graduate
COMD,6305,Speech Science,Graduate
COMD,6307,Language Acquisition,Graduate
COMD,6308,Assessment and Intervention of Language Impairments in Preschool and School-Age Children,Graduate
COMD,6320,Motor Speech Disorders,Graduate
COMD,6330,Practicum in Communication Sciences,Graduate
COMD,6377,Neurogenic Communication Disorders I,Graduate
COMD,6378,Neurogenic Communication Disorders II,Graduate
COMD,6V09,Autism Spectrum Disorder,Graduate
COMD,7204,Craniofacial Disorders,Graduate
COMD,7207,Advanced Topics in Dysphagia,Graduate
COMD,7208,Pediatric Dysphagia,Graduate
COMD,7219,Birth-To-Three,Graduate
COMD,7221,Preschool Intervention,Graduate
COMD,7222,Therapy Strategies for School-Age Children,Graduate
COMD,7301,Public School Methods,Graduate
COMD,7302,Seminar in Aphasiology,Graduate
COMD,7303,Dysphagia,Graduate
COMD,7304,Seminar in Bilingual Speech-Language Pathology  Practice and Research,Graduate
COMD,7305,Communication and the Aging Brain,Graduate
COMD,7306,Cultural Issues in Communication,Graduate
COMD,7307,Advanced Topics in Adult Dysphagia,Graduate
COMD,7308,Preliteracy Development,Graduate
COMD,7309,Neural Correlates of Human Cognition  Lesion-Deficit Models,Graduate
COMD,7310,Neural Correlates of Human Cognition,Graduate
COMD,7320,Speech Sound Disorders in Children  From Articulation to Phonology,Graduate
COMD,7323,Auditory-Verbal Methods,Graduate
COMD,7324,Seminar in Cochlear Implants and Technology for Persons with Hearing Impairments,Graduate
COMD,7325,Hearing and Deafness,Graduate
COMD,7336,Social Communication in Early Childhood Disorders,Graduate
COMD,7345,Pediatric Traumatic Brain Injury,Graduate
COMD,7384,Augmentative Communication,Graduate
COMD,7387,Developmental Neurobiology of Language and Cognition  - Dev Neurobiol of Lang and Cog,Graduate
COMD,7392,Language Disorders and Reading Disabilities,Graduate
COMD,7V56,Bilingual Speech-Language Assessment and Intervention,Graduate
COMD,7V68,Cognitive Rehabilitation,Graduate
COMD,7V73,Seminar in Hearing and Speech Science  - Neurology Rounds,Graduate
COMD,7V82,"Special Topics in Communication Disorders  - Dev Motor Sp, Comm, & Feed Dis",Graduate
COMD,7V86,Special Topics in Child Language  - Stat Learning in Child Lang,Graduate
COMD,7V89,Mild Cognitive Impairment  Alzheimer s Disease and Related Disorders,Graduate
COMD,7V91,Methods in Communication Disorders  - Therapy Strat School-age Child,Graduate
COMD,7V98,Directed Study in Communication Disorders  - Counseling in Comd Disorders,Graduate
COMM,1311,Survey of Oral and Technology-based Communication,Undergraduate
COMM,1315,Public Speaking,Undergraduate
COMM,1320,Interpersonal Communication,Undergraduate
COMM,2310,Introduction to Professional Communication,Undergraduate
COMM,2314,Oral Interpretation,Undergraduate
COMM,2317,Topics in Communication  - Intro Professional Comm,Undergraduate
COMM,3302,Graphics and Images in Professional Communication,Undergraduate
COMM,3320,Readers  Theater,Undergraduate
COMM,3321,Advanced Public Speaking,Undergraduate
COMM,3340,Small Group Communication,Undergraduate
COMM,3342,"Advanced Topics in Communication  - Comm, Policy, and the Eu",Undergraduate
COMM,3350,Intercultural Communication,Undergraduate
COMM,3351,History and Theory of Communication,Undergraduate
COMM,3352,Media and Culture,Undergraduate
COMM,3353,Nonverbal Communication,Undergraduate
COMM,4305,Communications Law,Undergraduate
COMM,4313,Advanced Public Speaking,Undergraduate
COMM,4314,Persuasion and Interpersonal Influence,Undergraduate
COMM,4340,Small Group Communication,Undergraduate
COMM,4350,Intercultural Communication,Undergraduate
COMM,4360,Communication Ethics,Undergraduate
COMM,4370,Communication and Leadership,Undergraduate
COMM,4371,Communication and Professionalism,Undergraduate
COMM,4375,Professional Communication in Medicine,Undergraduate
COMM,4380,Communication and Culture in Japan  - Japan,Undergraduate
CRIM,1301,Introduction to Criminal Justice,Undergraduate
CRIM,1307,Introduction to Crime and Criminology,Undergraduate
CRIM,2306,Criminal Law,Undergraduate
CRIM,2308,Juvenile Law,Undergraduate
CRIM,2313,Police and Society,Undergraduate
CRIM,2316,Corrections,Undergraduate
CRIM,2317,Criminal Prosecution and Court Process,Undergraduate
CRIM,3300,Crime and Civil Liberties,Undergraduate
CRIM,3301,Theories of Justice,Undergraduate
CRIM,3302,Advanced Criminology,Undergraduate
CRIM,3303,Advanced Criminal Justice,Undergraduate
CRIM,3304,Research Methods in Crime and Justice Studies,Undergraduate
CRIM,3307,Immigration and Crime,Undergraduate
CRIM,3309,Media and Crime,Undergraduate
CRIM,3310,Youth Crime and Justice,Undergraduate
CRIM,3311,American Crime  Truths  Half-Truths  and Lies,Undergraduate
CRIM,3312,Drugs and Crime,Undergraduate
CRIM,3319,Comparative Justice Systems,Undergraduate
CRIM,3320,Homicide and Capital Punishment,Undergraduate
CRIM,3323,Violence and Gun Control,Undergraduate
CRIM,3324,Gender  Crime  and Justice,Undergraduate
CRIM,3325,Victimology,Undergraduate
CRIM,3326,Victimless Crimes,Undergraduate
CRIM,3327,Violent Crime,Undergraduate
CRIM,4311,Crime and Justice Policy,Undergraduate
CRIM,4315,Race  Ethnicity  and Justice,Undergraduate
CRIM,4322,Senior Research Seminar,Undergraduate
CRIM,4323,Communities and Crime,Undergraduate
CRIM,4336,Introduction to Terrorism,Undergraduate
CRIM,4337,Landmark Supreme Court Cases,Undergraduate
CRIM,4396,Selected Topics in Criminology  - Community Reintegration,Undergraduate
CRIM,6300,Proseminar in Criminology,Graduate
CRIM,6301,Research Design I,Graduate
CRIM,6303,Etiology of Crime and Criminality,Graduate
CRIM,6307,Measures and Correlates of Crime,Graduate
CRIM,6308,Victimology,Graduate
CRIM,6310,Delinquency and Juvenile Justice,Graduate
CRIM,6311,Crime and Justice Policy,Graduate
CRIM,6313,Corrections,Graduate
CRIM,6314,Policing,Graduate
CRIM,6315,Violent Crime,Graduate
CRIM,6320,Mental Health and Crime,Graduate
CRIM,6332,GIS Applications in Criminology,Graduate
CRIM,6381,Issues in Criminology  - Terrorism Intel & Homeland Sec,Graduate
CRIM,6390,Administration of Justice Agencies,Graduate
CRIM,6V98,Analytical Writing Research,Graduate
CRIM,7300,Advances in Criminology Theory,Graduate
CRIM,7301,Seminar in Criminology Research and Analysis,Graduate
CRIM,7305,Professional Development in Criminology,Graduate
CRIM,7307,Measures and Correlates of Crime,Graduate
CRIM,7315,Evidence-Based Crime Prevention,Graduate
CRIM,7342,Qualitative Criminology,Graduate
CRIM,7381,Special Topics in Criminology  - Homicide & Cap Punishment,Graduate
CRIM,8V02,Comprehensive Exam Preparation,Graduate
CRIM,8V92,Independent Advanced Research,Graduate
CRWT,2301,Introductory Creative Writing,Undergraduate
CRWT,3306,Fiction Workshop,Undergraduate
CRWT,3307,Creating Short Stories,Undergraduate
CRWT,3308,Creating Nonfictions,Undergraduate
CRWT,3330,Translation Workshop,Undergraduate
CRWT,3351,Creating Poetry,Undergraduate
CRWT,3354,Screenwriting,Undergraduate
CRWT,3355,Comics Workshop  - CV Honors,Undergraduate
CRWT,4307,Creating Short Stories  Advanced,Undergraduate
CRWT,4353,Creating Poetry  Advanced,Undergraduate
CRWT,4354,Creating Scripts,Undergraduate
CRWT,4355,Advanced Screenwriting Workshop  - Writing for Tv,Undergraduate
CRWT,4370,Advanced Topics in Creative Writing  - Autoethnography,Undergraduate
CRWT,4V71,Independent Study in Creative Writing,Undergraduate
CS,1134,Computer Science Laboratory,Undergraduate
CS,1136,Computer Science Laboratory,Undergraduate
CS,1200,Introduction to Computer Science and Software Engineering,Undergraduate
CS,1324,Introduction to Programming for Biomedical Engineers,Undergraduate
CS,1325,Introduction to Programming,Undergraduate
CS,1334,Programming Fundamentals for Non-Majors,Undergraduate
CS,1335,Computer Science I for Non-majors,Undergraduate
CS,1336,Programming Fundamentals,Undergraduate
CS,1337,Computer Science I,Undergraduate
CS,1436,Programming Fundamentals,Undergraduate
CS,2305,Discrete Mathematics for Computing I,Undergraduate
CS,2335,Computer Science II for Non-majors,Undergraduate
CS,2336,Computer Science II,Undergraduate
CS,2337,Computer Science II,Undergraduate
CS,2340,Computer Architecture,Undergraduate
CS,2V95,Individual Instruction in Computer Science  - Scafold Trng Env for Phys Prg,Undergraduate
CS,3149,Competitive Learning in Computer Science,Undergraduate
CS,3162,Professional Responsibility in Computer Science and Software Engineering,Undergraduate
CS,3305,Discrete Mathematics for Computing II,Undergraduate
CS,3340,Computer Architecture,Undergraduate
CS,3341,Probability and Statistics in Computer Science and Software Engineering,Undergraduate
CS,3345,Data Structures and Introduction to Algorithmic Analysis,Undergraduate
CS,3354,Software Engineering,Undergraduate
CS,3360,Computer Graphics for Artists and Designers,Undergraduate
CS,3376,C C  Programming in a UNIX Environment,Undergraduate
CS,3377,C C  Programming in a UNIX Environment,Undergraduate
CS,4141,Digital Systems Laboratory,Undergraduate
CS,4301,Special Topics in Computer Science  - Natural Language Processing,Undergraduate
CS,4314,Intelligent Systems Analysis,Undergraduate
CS,4315,Intelligent Systems Design,Undergraduate
CS,4332,Introduction to Programming Video Games,Undergraduate
CS,4334,Numerical Analysis,Undergraduate
CS,4336,Advanced Java,Undergraduate
CS,4337,Organization of Programming Languages,Undergraduate
CS,4341,Digital Logic and Computer Design,Undergraduate
CS,4347,Database Systems,Undergraduate
CS,4348,Operating Systems Concepts,Undergraduate
CS,4349,Advanced Algorithm Design and Analysis,Undergraduate
CS,4352,Human Computer Interactions I,Undergraduate
CS,4353,Human Computer Interactions II,Undergraduate
CS,4361,Computer Graphics,Undergraduate
CS,4365,Artificial Intelligence,Undergraduate
CS,4371,Introduction to Big Data Management and Analytics,Undergraduate
CS,4372,Computational Methods for Data Scientists,Undergraduate
CS,4375,Introduction to Machine Learning,Undergraduate
CS,4376,Object-Oriented Programming Systems,Undergraduate
CS,4384,Automata Theory,Undergraduate
CS,4386,Compiler Design,Undergraduate
CS,4389,Data and Applications Security,Undergraduate
CS,4390,Computer Networks,Undergraduate
CS,4391,Introduction to Computer Vision,Undergraduate
CS,4392,Computer Animation,Undergraduate
CS,4393,Computer and Network Security,Undergraduate
CS,4394,Implementation of Modern Operating Systems,Undergraduate
CS,4395,Human Language Technologies,Undergraduate
CS,4396,Networking Laboratory,Undergraduate
CS,4397,Embedded Computer Systems,Undergraduate
CS,4398,Digital Forensics,Undergraduate
CS,4459,Cyber Attack and Defense Laboratory,Undergraduate
CS,4475,Capstone Project,Undergraduate
CS,4485,Computer Science Project,Undergraduate
CS,4V95,Undergraduate Topics in Computer Science  - Women in Steam Llc,Undergraduate
CS,4V98,Undergraduate Research in Computer Science,Undergraduate
CS,5303,Computer Science I,Graduate
CS,5330,Computer Science II,Graduate
CS,5333,Discrete Structures,Graduate
CS,5343,Algorithm Analysis and Data Structures,Graduate
CS,5348,Operating Systems Concepts,Graduate
CS,5349,Automata Theory,Graduate
CS,5375,Principles of UNIX,Graduate
CS,5390,Computer Networks,Graduate
CS,5V81,Special Topics in Computer Science  - Sfs Seminar,Graduate
CS,6301,Special Topics in Computer Science  - Computational Social Network,Graduate
CS,6303,Cyber Security Essentials for Practitioners,Graduate
CS,6304,Computer Architecture,Graduate
CS,6305,Data Security and Privacy for Practitioners,Graduate
CS,6306,Cyber Security Analytics   Malware Analysis for Practitioners,Graduate
CS,6307,Introduction to Big Data Management and Analytics for non CS-Majors,Graduate
CS,6308,Cyber Physical Systems and Critical Infrastructure Security for Practitioners,Graduate
CS,6313,Statistical Methods for Data Science,Graduate
CS,6314,Web Programming Languages,Graduate
CS,6315,Semantic Web,Graduate
CS,6319,Computational Geometry,Graduate
CS,6320,Natural Language Processing,Graduate
CS,6322,Information Retrieval,Graduate
CS,6323,Computer Animation and Gaming,Graduate
CS,6324,Information Security,Graduate
CS,6326,Human Computer Interactions,Graduate
CS,6327,Video Analytics,Graduate
CS,6328,Modeling and Simulation,Graduate
CS,6329,Object-Oriented Software Engineering,Graduate
CS,6331,Multimedia Systems,Graduate
CS,6332,Systems Security and Malicious Code Analysis,Graduate
CS,6334,Virtual Reality  - Virtual Reality,Graduate
CS,6335,Language-based Security,Graduate
CS,6340,Wireless Networks,Graduate
CS,6343,Cloud Computing,Graduate
CS,6344,Data Representation,Graduate
CS,6346,Introduction to Multicore Programming,Graduate
CS,6347,Statistical Methods in AI and Machine Learning,Graduate
CS,6348,Data and Applications Security,Graduate
CS,6349,Network Security,Graduate
CS,6350,Big Data Management and Analytics,Graduate
CS,6352,Performance of Computer Systems and Networks,Graduate
CS,6353,Compiler Construction,Graduate
CS,6356,Software Maintenance  Evolution  and Re-Engineering,Graduate
CS,6359,Object-Oriented Analysis and Design,Graduate
CS,6360,Database Design,Graduate
CS,6361,Advanced Requirements Engineering,Graduate
CS,6363,Design and Analysis of Computer Algorithms,Graduate
CS,6364,Artificial Intelligence,Graduate
CS,6366,Computer Graphics,Graduate
CS,6367,Software Testing  Validation and Verification,Graduate
CS,6371,Advanced Programming Languages,Graduate
CS,6374,Computational Logic,Graduate
CS,6375,Machine Learning,Graduate
CS,6376,Parallel Processing,Graduate
CS,6377,Introduction to Cryptography,Graduate
CS,6378,Advanced Operating Systems,Graduate
CS,6380,Distributed Computing,Graduate
CS,6381,Combinatorics and Graph Algorithms,Graduate
CS,6382,Theory of Computation,Graduate
CS,6384,Computer Vision,Graduate
CS,6385,Algorithmic Aspects of Telecommunication Networks,Graduate
CS,6387,Advanced Software Engineering Project,Graduate
CS,6388,Software Project Planning and Management,Graduate
CS,6390,Advanced Computer Networks,Graduate
CS,6392,Mobile Computing Systems,Graduate
CS,6396,Real-Time Systems,Graduate
CS,6V81,Independent Study in Computer Science,Graduate
CS,6V98,Thesis,Graduate
CS,7301,Recent Advances in Computing  - Advanced Virtual Reality,Graduate
CS,8V02,Topics in Computer Science,Graduate
CS,8V99,Dissertation,Graduate
DANC,1305,Introduction to World Dance Forms,Undergraduate
DANC,1310,Understanding Dance,Undergraduate
DANC,2311,Topics in Dance  - Irish Dance,Undergraduate
DANC,2321,Stretch  Conditioning  Alignment,Undergraduate
DANC,2331,Dance Technique 1  - Dance Movement & Composition I,Undergraduate
DANC,2332,Modern Dance 1,Undergraduate
DANC,2333,Jazz Dance 1,Undergraduate
DANC,2334,Ballet 1,Undergraduate
DANC,2336,Tap Dance 1,Undergraduate
DANC,2V71,Independent Study in Dance,Undergraduate
DANC,3333,Modern Dance 2,Undergraduate
DANC,3334,Jazz Dance 2,Undergraduate
DANC,3335,Ballet 2,Undergraduate
DANC,3336,Latin Social Dance,Undergraduate
DANC,3337,Musical Theatre Dance,Undergraduate
DANC,3340,Dance in Historical Context  - 20th Cent. Artists/influences,Undergraduate
DANC,3342,Advanced Topics in Dance  - Performance Studies,Undergraduate
DANC,3345,Dance Performance,Undergraduate
DANC,3346,Musical Theatre Dance Performance,Undergraduate
DANC,3347,Dance Composition,Undergraduate
DANC,4314,Modern Dance 3,Undergraduate
DANC,4317,Dance Performance 2,Undergraduate
DANC,4V71,Independent Study in Dance,Undergraduate
ECON,2301,Principles of Macroeconomics,Undergraduate
ECON,2302,Principles of Microeconomics,Undergraduate
ECON,3310,Intermediate Microeconomic Theory,Undergraduate
ECON,3311,Intermediate Macroeconomic Theory,Undergraduate
ECON,3312,Money and Banking,Undergraduate
ECON,3315,Sports Economics,Undergraduate
ECON,3330,Economics of Health,Undergraduate
ECON,3332,Economic Geography,Undergraduate
ECON,3336,Economics of Education,Undergraduate
ECON,3337,Economics of Poverty and Inequality,Undergraduate
ECON,3338,Economics of Crime,Undergraduate
ECON,3369,Political Economy of Terrorism  - CV Honors,Undergraduate
ECON,3381,Economic History,Undergraduate
ECON,3396,Special Topics in Economics  - Risky Health Behavior,Undergraduate
ECON,4301,Game Theory,Undergraduate
ECON,4302,Urban and Regional Economics,Undergraduate
ECON,4310,Managerial Economics,Undergraduate
ECON,4320,Public Sector Economics,Undergraduate
ECON,4325,Digital Economics and the Law,Undergraduate
ECON,4330,Law and Economics,Undergraduate
ECON,4332,Energy and Natural Resources Economics,Undergraduate
ECON,4333,Environmental Economics,Undergraduate
ECON,4334,Experimental Economics,Undergraduate
ECON,4336,Environmental Economic Theory and Policy,Undergraduate
ECON,4340,Labor Economics and Human Resources,Undergraduate
ECON,4342,Public Policies Toward Business,Undergraduate
ECON,4345,Industrial Organization,Undergraduate
